key,Name,Address,City,ST,Zip,County,Website,Phone,Type,New_Revised,Updated,FIPS
Flagstaff AZ,Beaver St Brewery (Whistle Stop Cafe),11 S Beaver St,Flagstaff,AZ,86001,Coconino,www.beaverstreetbrewery.com/,928-779-0079,BP,,,4005
Flagstaff AZ,Dark Sky Brewing Co,117-A N Beaver St,Flagstaff,AZ,86001,Coconino,www.darkskybrewing.com/,928-440-5151,BC/TR,,,4005
Flagstaff AZ,Flagstaff Brewing Co,16 E Rte 66,Flagstaff,AZ,86004,Coconino,www.flagbrew.com/,928-773-1442,BP,,,4005
Flagstaff AZ,Historic Brewing Co,4366 E Huntington Dr,Flagstaff,AZ,86004,Coconino,www.historicbrewingcompany.com/,928-707-0900,BC/TR,,,4005
Flagstaff AZ,Lumberyard Brewing Co Tap & Grill,5 S San Francisco St,Flagstaff,AZ,86001,Coconino,www.lumberyardbrewingcompany.com/,928-779-2739,BP,,,4005
Flagstaff AZ,Mother Road Brewing Co,7 S Mikes Pike,Flagstaff,AZ,86001,Coconino,www.motherroadbeer.com/,928-380-3783,BC/TR,,,4005
Flagstaff AZ,Mother Road Brewing Co,1300 E Butler Ave - Suite 200,Flagstaff,AZ,86001,Coconino,www.motherroadbeer.com/butler-brewery/,928-774-9139,BC/TR,,,4005
Flagstaff AZ,Trail Crest Brewing Co - TEMP. CLOSED 2018,1800 S Milton Rd - Suite 11,Flagstaff,AZ,86001,Coconino,trailcrestbrewing.com,928-440-5085,BP,,,4005
Flagstaff AZ,Wanderlust Brewing Co,1519 N Main St - #102,Flagstaff,AZ,86004,Coconino,www.wanderlustbrewing.com/,928-351-7952,BC/TR,,,4005
Fountain Hills AZ,Bone Haus Brewing Co,14825 E Shea Blvd - #101,Fountain Hills,AZ,85268,Maricopa,www.bonehausbrewing.com,480-292-9541,BC/TR,,,4013
Gilbert AZ,Arizona Wilderness Brewing Co,721 N Arizona Ave,Gilbert,AZ,85233,Maricopa,www.azwbeer.com/,480-284-9863,BP,,,4013
Gilbert AZ,Desert Monks Brewing Co,1040 S Gilbert Rd - 101,Gilbert,AZ,85296,Maricopa,www.desertmonksbrewing.com,480-525-7444,BC/TR,,,4013
Gilbert AZ,Flying Bassett Brewing Co,720 W Ray Rd,Gilbert,AZ,85233,Maricopa,flyingbassetbrewing.com,602-614-7704,BP,,,4013
Gilbert AZ,OHSO Brewery-Gilbert,335 N Gilbert Rd - #102,Gilbert,AZ,85234,Maricopa,www.ohsobrewery.com,602-900-9004,BP,,,4013
Gilbert AZ,Uncle Bears Brewery Taproom and Yard,612 E Germann Rd,Gilbert,AZ,85297,Maricopa,www.unclebearsaz.com,480-867-1585,BC/TR,,,4013
Glendale AZ,Casa Arriba Brewing Co (Arriba Mexican Grill),17211 N 79th St,Glendale,AZ,85308,Maricopa,www.arribamexicangrill.com/,623-878-5777,BP,,,4013
Glendale AZ,State 48 Funk House Brewery,6770 N Sunrise Blvd,Glendale,AZ,85305,Maricopa,www.state48brewery.com,623-877-4448,BP,,,4013
Glendale AZ,Throne Brewing Co,17065 N 67th Ave - #6,Glendale,AZ,85308,Maricopa,www.dubinabrew.com/,623-412-7770,BP,,,4013
Goodyear AZ,Saddle Mountain Brewing Co,15651 W Roosevelt St,Goodyear,AZ,85338,Maricopa,www.saddlemountainbrewing.com/,623-249-5520,BP,,,4013
Kingman AZ,Black Bridge Brewery,421 E Beale St,Kingman,AZ,86401,Mohave,www.blackbridgebrewery.com/,928-377-3618,BC/TR,,,4015
Kingman AZ,Rickety Cricket Brewing Co (House of Hops),312 E Beale St,Kingman,AZ,86401,Mohave,www.ricketycricketbrewing.com/,928-263-8444,BP,,,4015
Lake Havasu City AZ,Barley Bros Restaurant & Brewery,1425 McCullock Blvd,Lake Havasu City,AZ,86403,Mohave,barleybrothers.com/,520-505-7837,BP,,,4015
Lake Havasu City AZ,College Street Brewhouse & Pub,1940 College Dr,Lake Havasu City,AZ,86403,Mohave,www.collegestreetbrewhouseandpub.com/,928-854-2739,BP,,,4015
Lake Havasu City AZ,Mudshark Brewery and Public House,1095 Aviation Dr,Lake Havasu City,AZ,86404,Mohave,www.mudsharkbreweryandpublichouse.com,928-453-9302,BP,,,4015
Litchfield Park AZ,Transplant City Beer Co,107 W Honeysuckle St,Litchfield Park,AZ,85340,Maricopa,www.facebook.com/transplantcitybeerco,623-535-3911,BC/TR,,,4013
Marana AZ,Button Brew House,6800 N Camino Martin - Suite 160,Marana,AZ,85741,Pima,buttonbrewhouse.com,520-268-8543,BC/TR,,,4019
Mesa AZ,12 West Brewing Co,7733 E McDowell Rd,Mesa,AZ,85007,Maricopa,12westbrewing.com,602-339-5014,BC,,,4013
Mesa AZ,Beer Research Institute,1641 S Stapley Dr - #104,Mesa,AZ,85204,Maricopa,www.thebeerresearchinstitute.com/,480-892-2020,BP,,,4013
Mesa AZ,Desert Eagle Brewing Co,150 W Main St,Mesa,AZ,85201,Maricopa,www.deserteaglebrewing.com/,480-656-2662,BC/TR,,,4013
Mesa AZ,Lochiel Brewing Co,7143 E Southern Ave - Suite 131,Mesa,AZ,85209,Maricopa,www.lochielbrewing.com,623-335-7422,BC,,,4013
Mesa AZ,Oro Brewing Co,210 W Main St,Mesa,AZ,85201,Maricopa,www.orobrewing.com,480-398-8247,BC/TR,,,4013
Oracle AZ,SaddleBrooke Ranch Brewing Co,59680 E Robson Circle,Oracle,AZ,85623,Pinal,www.robson.com/communities/saddlebrooke-ranch/overview/,866-818-6068,BC,,,4021
Peoria AZ,Peoria Artisan Brewery,10144 N Lake Pleasant Pkwy #1130,Peoria,AZ,85382,Maricopa,www.peoriaartisanbrewing.com/north-peoria-brewery/,623-572-2816,BP,,,4013
Peoria AZ,Richter Aleworks,8279 W Lake Pleasant Pkwy - Suite 110,Peoria,AZ,85383,Maricopa,www.richteraleworks.com,602-908-6553,BC/TR,,,4013
Peoria AZ,Throne Brewing Co,9299 W Olive Ave - Suite 513,Peoria,AZ,85345,Maricopa,www.facebook.com/thronebrewingpeoria/,623-322-1534,BC/TR,,,4013
Phoenix AZ,Casa Arriba Brewing Co (Arriba Mexican Grill),4649 E Chandler Blvd,Phoenix,AZ,85048,Maricopa,www.arribamexicangrill.com/,480-753-4435,BP,,,4013
Phoenix AZ,Front Pourch Brewing Co,1611 W Whispering Wind Dr - Suite 7,Phoenix,AZ,85085,Maricopa,www.frontpourchbrewing.com,623-277-0526,BC/TR,,,4013
Phoenix AZ,Grand Avenue Brewing Co,1205 W Pierce St,Phoenix,AZ,85007,Maricopa,www.grandbrewing.com/www.facebook.com/GrandAvenueBrewingCompany,602-670-5465,BC/TR,,,4013
Phoenix AZ,Greenwood Brewing Co,922 N Fifth St,Phoenix,AZ,85004,Maricopa,www.greenwoodbrews.com,480-208-9500,BC/TR,,,4013
Phoenix AZ,Helton Brewing Co,2144 E Indian School Rd,Phoenix,AZ,85016,Maricopa,heltonbrewing.com/,480-730-2675,BC/TR,,,4013
Phoenix AZ,Kitsune Brewing Co,701 W Deer Valley Rd – Suite 1,Phoenix,AZ,85027,Maricopa,www.kitsunebrewingco.com,,BC,,,4013
Phoenix AZ,North Mountain Brewing Co,522 E Dunlap Ave,Phoenix,AZ,85020,Maricopa,www.northmountainbrewing.com/,602-861-5999,BP,,,4013
Phoenix AZ,O.H.S.O Eatery & NanoBrewery Restaurant,4900 E Indian School Rd,Phoenix,AZ,85018,Maricopa,www.ohsobrewery.com/,602-955-0358,BP,,,4013
Phoenix AZ,PHX Beer Co,3002 E Washington St,Phoenix,AZ,85034,Maricopa,www.phxbeerco.com,602-275-5049,BC/TR,,,4013
Phoenix AZ,Simple Machine Brewing Co,701 W Deer Valley Rd - Suite 1,Phoenix,AZ,85027,Maricopa,www.simplemachinebrewing.com,623-469-9199,BC/TR,,,4013
Phoenix AZ,State 48 Brewing Co DTPHX,345 W Van Buren St,Phoenix,AZ,85003,Maricopa,www.state48brewery.com,602-254-4848,BP,,,4013
Phoenix AZ,SunUp Brewing Co,322 E Camelback Rd,Phoenix,AZ,85012,Maricopa,www.sunupbrewing.com/,602-279-8909,BC/TR,,,4013
Phoenix AZ,Tombstone Brewing Co,3935 E Thomas Rd,Phoenix,AZ,85018,Maricopa,tombstone.beer/,,BP,,,4013
Phoenix AZ,Walter Station Brewery,4056 E Washington St,Phoenix,AZ,85034,Maricopa,walterstation.beer,602-368-8402,BC/TR,,,4013
Phoenix AZ,"Wicked Brews, Bites & Spirits",4921 E Ray Rd - Unit 103,Phoenix,AZ,85044,Maricopa,wicked-bbs.com,480-999-0096,BP,NEW,5/2/2021,4013
Phoenix AZ,Wren House Brewery,2125 N 24th St,Phoenix,AZ,85008,Maricopa,wrenhousebrewing.com/,602-244-9184,BC/TR,,,4013
Phoenix AZ,O.H.S.O Tap & Take,10810 N Tatum Blvd - Suite126,Phoenix,AZ,85928,Navajo,ohsobrewery.com/paradisevalley/,602-900-9003,BP,,,4017
Pine AZ,THAT Brewery & Pub at Rimside,3270 N Hwy 87,Pine,AZ,85544,Gila,www.thatbrewery.com/,928-476-3349,BP,,,4007
Pinetop AZ,Pinetop Brewing Co,159 W White Mountain Blvd,Pinetop,AZ,85929,Navajo,www.pinetopbeer.com/,928-358-1971,BC/TR,,,4017
Prescott AZ,Prescott Brewing Co - NO BREWING HERE 2021,130 W Gurley St,Prescott,AZ,85016,Maricopa,,928-771-2795,BP,REVISED,5/1/2021,4013
Prescott AZ,Ad Astra Brewing Co,123 N Cortez St,Prescott,AZ,86301,Yavapai,www.adastrabrewingco.com,928-778-5535,BC/TR,,,4025
Prescott AZ,LazyG Brewhouse,220 W Leroux St,Prescott,AZ,86303,Yavapai,www.facebook.com/LazyG-Brewhouse,928-445-2994,BC/TR,,,4025
Prescott AZ,Wren House Brewing Co,6396 Lear Lane,Prescott,AZ,86301,Yavapai,wrenhousebrewing.com/,,BC,,,4025
Prescott Valley AZ,Lonesome Valley Brewing Co,3040 N Windsong Dr - #101,Prescott Valley,AZ,86314,Yavapai,www.lonesomevalleybrewing.com/,928-515-3541,BC/TR,,,4025
Queen Creek AZ,Old Ellsworth Brewing Co,22005 S Ellsworth Rd,Queen Creek,AZ,85142,Maricopa,www.oldellsworthbrewing.com,480-935-2796,BP,,,4013
Scottsdale AZ,Fate Brewing Co,1312 N Scottsdale Rd,Scottsdale,AZ,85257,Maricopa,www.facebook.com/fatebrewingsouthscottsdale/,480-994-1275,BP,,,4013
Scottsdale AZ,Goldwater Brewing Co,3608 N Scottsdale Rd,Scottsdale,AZ,85251,Maricopa,www.goldwaterbrewing.com/,480-350-7305,BC/TR,,,4013
Scottsdale AZ,Loco Patron Mexican Brewery & Kitchen,14950 N Northsight Blvd,Scottsdale,AZ,85260,Maricopa,www.locopatron.com/Brewery.html,480-699-7271,BP,,,4013
Scottsdale AZ,State 48 Lager House,15600 N Hayden Rd,Scottsdale,AZ,85260,Maricopa,www.state48brewery.com,623-584-1095,BP,,,4013
Sedona AZ,Oak Creek Brewery,2050 Yavapai Dr,Sedona,AZ,86336,Yavapai,www.oakcreekpub.com/,928-204-1300,BC/TR,,,4025
Sedona AZ,Sedona Beer Co,465 Jordan Rd,Sedona,AZ,86336,Yavapai,www.sedonabeerco.com,928-862-4148,BP,,,4025
Sedona AZ,Oak Creek Brewery & Grill,336 Hwy179 S - #D201,Sedona,AZ,86339,Coconino,www.oakcreekpub.com/,928-282-3300,BP,,,4005
Show Low AZ,Black Horse Brewery,1058 Burton Rd,Show Low,AZ,85901,Navajo,,928-537-9349,BC/TR,,,4017
Skull Valley AZ,Barnstar Brewing Co,4050 N Tonto Rd,Skull Valley,AZ,86338,Yavapai,www.barnstarbrew.com/,928-442-2337,BC/TR,,,4025
Sonoita AZ,Copper Brothel Brewery,3112 Hwy 83,Sonoita,AZ,85637,Santa Cruz,www.copperbrothelbrewery.com,520-405-6721,BP,,,4023
Surprise AZ,State 48 Brewery,13823 W Bell Rd,Surprise,AZ,85374,Maricopa,www.state48brewery.com/,623-584-1095,BP,,,4013
Tempe AZ,Four Peaks Brewing Co (AB-InBev),2401 S Wilson St,Tempe,AZ,85282,Maricopa,www.fourpeaks.com/,480-634-2976,BC/TR,,,4013
Tempe AZ,Four Peaks Brewing Co (AB-InBev),1340 E 8th St,Tempe,AZ,85281,Maricopa,www.fourpeaks.com/,480-303-9967,BP,,,4013
Tempe AZ,Huss Brewing Co,1520 W Mineral St - #102,Tempe,AZ,85283,Maricopa,www.hussbrewing.com/,480-264-7611,BC/TR,,,4013
Tempe AZ,Pedal Haus Brewery,730 S Mill St - Unit H-102,Tempe,AZ,85281,Maricopa,www.pedalhausbrewery.com/,480-314-2337,BP,,,4013
Tempe AZ,Shop Beer Co,922 W 1st St,Tempe,AZ,85281,Maricopa,www.theshop.beer/,480-747-7316,BC/TR,,,4013
Tombstone AZ,Tombstone Brewing Co,107 E Toughnut St,Tombstone,AZ,85638,Cochise,tombstone.beer/,520-222-6781,BC/TR,,,4003
Tucson AZ,1912 Brewing Co,2045 N Forbes Blvd - Suite 105,Tucson,AZ,85745,Pima,www.1912brewing.com/,520-256-4851,BC/TR,,,4019
Tucson AZ,Address Brewing Co (1702 Pizzeria & Craft Beer Bar),1702 E Speedway Blvd,Tucson,AZ,85719,Pima,www.1702az.com/,520-325-1702,BP,,,4019
Tucson AZ,Barrio Brewing Co,800 E 16th St,Tucson,AZ,85719,Pima,www.barriobrewing.com/,520-906-0503,BC/TR,,,4019
Tucson AZ,Blackrock Brewers,1664 S Research Loop - Suite 200,Tucson,AZ,85710,Pima,blackrockbrewers.com,520-207-3203,BC/TR,,,4019
Tucson AZ,Borderlands Brewing Co (Voltron Brewing ),330 S Toole Ave,Tucson,AZ,85701,Pima,,520-477-7366,BC/TR,,,4019
Tucson AZ,Catalina Brewing Co,6918 N Camino Martin - Suite 120,Tucson,AZ,85741,Pima,www.catalinabrewingco.com/,520-275-2857,BC/TR,,,4019
Tucson AZ,Copper Mine Brewing Co,3455 S Palo Verde Rd,Tucson,AZ,85713,Pima,www.copperminebrewing.com,520-333-6140,BC/TR,,,4019
Tucson AZ,Corbett Brewery,309 E 7th St,Tucson,AZ,85705,Pima,www.facebook.com/Corbettbrewingcompany,520-347-6033,BC/TR,,,4019
Tucson AZ,Crooked Tooth Brewing Co,228 E 6th St,Tucson,AZ,85705,Pima,www.facebook.com/crookedtoothbrewery,520-403-2721,BC/TR,,,4019
Tucson AZ,Dillinger Brewing Co,3895 Oracle Rd,Tucson,AZ,85705,Pima,www.dillingerbrewing.com,520-207-2312,BC/TR,,,4019
Tucson AZ,Dragoon Brewing Co,1859 W Grant Rd - #111,Tucson,AZ,85745,Pima,www.dragoonbrewing.com/,520-329-3606,BC/TR,,,4019
Tucson AZ,Green Feet Brewing Co - CLOSED 2020,3669 E 44th St,Tucson,AZ,85713,Pima,7,527-977-1691,BC/TR,REVISED,5/1/2021,4019
Tucson AZ,Harbottle Brewing Co,3820 S Palo Verde Rd - #102,Tucson,AZ,85714,Pima,www.harbottlebrewing.com,520-305-9863,BC/TR,,,4019
Tucson AZ,Iron Johns Brewing Co - CLOSED 2019,245 S Plumer Ave - Suite 27,Tucson,AZ,85719,Pima,,520-323-2080,BC,REVISED,5/1/2021,4019
Tucson AZ,MotoSonora Brewing Co,1015 S Park Ave,Tucson,AZ,85713,Pima,motosonora.com,520-416-6686,BC/TR,,,4019
Tucson AZ,Pueblo Vida Brewing Co,115 E Broadway Blvd,Tucson,AZ,85701,Pima,www.pueblovidabrewing.com/,520-623-7168,BC/TR,,,4019
Tucson AZ,Sentinel Peak Brewing Co (Voltron Brewing ),330 S Toole Ave,Tucson,AZ,85701,Pima,,520-477-7366,BC/TR,,,4019
Tucson AZ,Thunder Canyon Brewstillery,220 E Broadway Blvd,Tucson,AZ,85701,Pima,www.facebook.com/ThunderCanyonBrewery,520-396-3480,BP,,,4019
Tucson AZ,Voltron Brewing Co,330 S Toole Ave - #200,Tucson,AZ,85701,Pima,www.facebook.com/VoltronBrewing,520-505-2560,BC/TR,,,4019
Williams AZ,Grand Canyon Brewing Co,301 N 7th St,Williams,AZ,86046,Coconino,www.grandcanyonbrewingco.com/,928-635-2445,BC/TR,,,4005
Yuma AZ,Prison Hill Brewing Co,278 S Main St,Yuma,AZ,85364,Yuma,www.prisonhillbrewing.com/,928-276-4001,BP,,,4027
Agoura Hills CA,Lab Brewing Co,30105 Agoura Rd,Agoura Hills,CA,91301,Los Angeles,www.labbrewingco.com/,818-735-0091,BP,,,6037
Agoura Hills CA,Ladyface Alehouse & Brasserie,29281 Agoura Rd,Agoura Hills,CA,91301,Los Angeles,www.ladyfaceale.com/,818-477-4566,BP,,,6037
Alameda CA,Alameda Island Brewing Co,1716 Park St,Alameda,CA,94501,Alameda,www.alamedaislandbrewingcompany.com/,510-217-8885,BC/TR,,,6001
Alameda CA,Almanac Beer Co,651B W Tower Ave,Alameda,CA,94501,Alameda,almanacbeer.com,415-992-3438,BC/TR,,,6001
Alameda CA,Faction Brewing Co,2501 Monarch St Unit - #200,Alameda,CA,94501,Alameda,www.factionbrewing.com/,510-523-2739,BC/TR,,,6001
Alamo CA,E.J. Phair Brewing Co,225 Alamo Plaza - Suite B,Alamo,CA,94507,Contra Costa,www.ejphair.com/copy-of-pittsburg-brewery-pizzeria,925-208-2101,BP,,,6013
Aliso Viejo CA,Stadium Brewing Co,26731-C Aliso Creek Rd,Aliso Viejo,CA,92656,Orange,www.stadiumbrewingco.com/,949-448-9611,BP,,,6059
Alpine CA,Alpine Outpost (Alpine Beer Co),1347 Tavern Rd,Alpine,CA,91901,San Diego,alpinebeerco.com/outpost/,619-445-2337,BP,,,6073
Alpine CA,Mcihenney Brewing Co,2363 Alpine Blvd,Alpine,CA,91901,San Diego,mcilhenneybrewing.com,619-445-2337,BC/TR,NEW,7/29/2021,6073
American Canyon CA,Junction Brewery & Grill,110 W American Canyon Rd Unit L8,American Canyon,CA,94503,Napa,www.junctionbreweryandgrill.com/,707-649-2285,BP,,,6055
Anaheim CA,All American Ale Works,5120 E. La Palma Ave - Unit 103,Anaheim,CA,92807,Orange,www.all-americanaleworks.com,657-549-2140,BC/TR,,,6059
Anaheim CA,Anaheim Brewery,336 S Anaheim Blvd,Anaheim,CA,92805,Orange,www.anaheimbrew.com/,714-780-1888,BC/TR,,,6059
Anaheim CA,Asylum Brewing Co,2970 E La Palma Ave,Anaheim,CA,92806,Orange,www.asylumbrewingcompany.com/,949-396-2099,BC/TR,,,6059
Anaheim CA,Back Street Brewery,1884 S Santa Cruz St,Anaheim,CA,92805,Orange,www.backstreetbrew.com/,657-236-4050,BC/TR,,,6059
Anaheim CA,Ballast Point Brewery - Disneyland (Kings and Convicts),1540 S Disneyland Dr - #201,Anaheim,CA,92802,Orange,www.ballastpoint.com/location/ballast-point-anaheim/,714-687-9813,BP,,,6059
Anaheim CA,Brewheim Beer Makers,1931 E Wright Circle,Anaheim,CA,92806,Orange,www.brewheim.com,714-453-4346,BC/TR,,,6059
Anaheim CA,Broken Timbers Brewing Co,2910 E La Palma Ave – Suite D,Anaheim,CA,92806,Orange,www.brokentimbersbrewingcompany.com,714-860-4900,BC/TR,NEW,5/2/2021,6059
Anaheim CA,Bruery Terreux,1174 N Grove St,Anaheim,CA,92806,Orange,www.brueryterreux.com/,714-996-6258,BC/TR,,,6059
Anaheim CA,Dueling Ducks Brewing Co,3150 E La Palma Ave,Anaheim,CA,92806,Orange,www.duelingducksbrewing.com,877-286-3322,BC/TR,NEW,5/2/2021,6059
Anaheim CA,Golden Road Brewing Co (AB-InBev),2210 E Orangewood Ave,Anaheim,CA,92806,Orange,goldenroad.la/anaheim,714-912-4015,BP,,,6059
Anaheim CA,JT Schmids Restaurant and Brewery,2610 E Katella Blvd,Anaheim,CA,92806,Orange,www.jtschmidsrestaurants.com/,714-634-9200,BP,,,6059
Anaheim CA,Karl Strauss Brewing Co,2390 E Orangewood Ave,Anaheim,CA,92806,Orange,www.karlstrauss.com/visit/anaheim,714-940-1772,BP,,,6059
Anaheim CA,Legends Craft Brewery,1301 S Lewis St,Anaheim,CA,92805,Orange,www.getradbeer.com,949-396-1031,BC/TR,NEW,5/31/2021,6059
Anaheim CA,Modern Times Brewery,549 S Anaheim Blvd,Anaheim,CA,92805,Orange,www.moderntimesbeer.com/tasting-room/anaheim,714-874-4439,BP,,,6059
Anaheim CA,Noble Ale Works,1621 S Sinclair St - Suite B,Anaheim,CA,92806,Orange,www.NobleAleWorks.com/,714-634-2739,BC/TR,,,6059
Anaheim CA,Phantom Ales & Cellar Brewing Co,1211 N Las Brisas St,Anaheim,CA,92806,Orange,www.phantomales.com/,714-630-9463,BP,,,6059
Anaheim CA,Radiant Beer Co,1566 W Lincoln Ave,Anaheim,CA,92801,Orange,www.radiantbeer.com,714-661-5790,BC/TR,,,6059
Anaheim CA,Unsung Brewing Co,500 S Anaheim Blvd - Unit B,Anaheim,CA,92805,Orange,www.unsungbrewing.com,714-406-3098,BC/TR,,,6059
Anaheim CA,Bottle Logic Brewing Co,1072 N Armando St,Anaheim,CA,98206,Orange,www.bottlelogic.com/,714-660-2537,BC/TR,,,6059
Anaheim CA,Hoparazzi Brewing Co - CLOSED 2019,2910 E La Palma Ave - Suite D,Anaheim,CA,98206,Orange,,714-204-0655,BC/TR,REVISED,5/1/2021,6059
Antioch CA,Hop Heavy Brewing Co,2387 Whitetail Dr,Antioch,CA,94531,Contra Costa,www.hopheavybrewingco.com/,925-759-9446,BC,,,6013
Apple Valley CA,Off The Grid Brewing Co,13615 John Glenn Rd - Suite A,Apple Valley,CA,92308,San Bernardino,www.otgbrew.com/,760-247-5600,BC/TR,,,6071
Arcadia CA,Mt. Lowe Brewing Co,150 E Saint Joseph St,Arcadia,CA,91006,Los Angeles,www.mtlowebrewing.com,626-244-7593,BC/TR,,,6037
Arcata CA,Redwood Curtain Brewing Co,550 S. G St - #6,Arcata,CA,95521,Humboldt,www.redwoodcurtainbrewing.com/,707-826-7222,BC/TR,,,6023
Arnold CA,Snowshoe Brewing Co,2050 Highway 4,Arnold,CA,95223,Calaveras,www.snowshoebrewing.com/,209-795-2272,BP,,,6009
Arroyo Grande CA,Figueroa Mountain Brewing Co,1462 E Grand Ave,Arroyo Grande,CA,93420,San Luis Obispo,www.figmtnbrew.com/arroyogrande/,805-694-2252,BP,,,6079
Arroyo Grande CA,Humdinger Brewing Co,116 W Branch St - Suite C,Arroyo Grande,CA,93420,San Luis Obispo,www.facebook.com/humdingerbrewing,805-619-0808,BP,,,6079
Arroyo Grande CA,Tanner Jacks Steakhouse,2796 S Halcyon Rd,Arroyo Grande,CA,93420,San Luis Obispo,www.tannerjacksarroyogrande.com/,805-473-8485,BP,,,6079
Atascadero CA,Dead Oak Brewing Co,5925 Entrada Ave,Atascadero,CA,93422,San Luis Obispo,www.facebook.com/deadoakbrewing,805-464-2710,BC/TR,,,6079
Atascadero CA,Dunbar Brewing Co,2855 El Camino Real,Atascadero,CA,93422,San Luis Obispo,www.facebook.com/Dunbar-Brewing-Atascadero-505409693330041/,805-464-2553,BC/TR,,,6079
Atascadero CA,Santa Maria Brewing Co (SMBC Brewpub and Distillery),7935 San Luis Ave,Atascadero,CA,93422,San Luis Obispo,www.facebook.com/SMBCAtascadero/,,BP,,,6079
Atascadero CA,Tent City Beer Co,6760 El Camino Real,Atascadero,CA,93422,San Luis Obispo,www.tentcitybeer.com/,805-460-6454,BC/TR,,,6079
Atascadero CA,Toro Creek Brewing Co,7220 Toro Creek Rd,Atascadero,CA,93422,San Luis Obispo,www.torocreekbrewingcompany.com/,805-550-7007,BC,,,6079
Atascadero CA,Wild Fields Brewhouse,6907 El Camino Real,Atascadero,CA,93422,San Luis Obispo,www.wildfields.com,805-399-2337,BP,,,6079
Auburn CA,Auburn Ale House,289 Washington St,Auburn,CA,95603,Placer,www.auburnalehouse.com/,530-885-2537,BP,,,6061
Auburn CA,Crooked Lane Brewing Co,536 Grass Valley Hwy,Auburn,CA,95603,Placer,www.crookedlanebrewing.com,530-878-5232,BC/TR,,,6061
Auburn CA,Knee Deep Brewing Co,13395-H New Airport Rd,Auburn,CA,95602,Placer,www.kneedeepbrewing.com/,530-797-4677,BC/TR,,,6061
Auburn CA,Moonraker Brewing Co,12970 Earhart Ave - Suite 100,Auburn,CA,95602,Placer,www.moonrakerbrewing.com/,530-745-6816,BC/TR,,,6061
Auburn CA,Moonraker Brewing Co,2349 Rickenbacker Way,Auburn,CA,95602,Placer,www.moonrakerbrewing.com,,BC,,,6061
Auburn CA,Power Club Brewery,195 Harrison Ave,Auburn,CA,95603,Placer,www.powerclubauburn.com/,916-425-9360,BP,,,6061
Avalon CA,Catalina Island Brew House,417 Crescent Ave,Avalon,CA,90704,Los Angeles,www.facebook.com/pages/Catalina-Island-Brew-House/1401472750078354/,310-590-6905,BP,,,6037
Azusa CA,Congregation Ale House / Azusa Brewpub Chapter,619 N Azusa Ave,Azusa,CA,91702,Los Angeles,congregationalehouse.com/,626-334-2337,BP,,,6037
Bakersfield CA,2d Phase Brewing Co,1004 19th St,Bakersfield,CA,93301,Kern,www.2ndphasebrewing.com,661-404-4278,BC/TR,,,6029
Bakersfield CA,Crusader Brewing Co,5880 District Blvd - Suite 18,Bakersfield,CA,93313,Kern,www.crusaderbrewing.com,661-472-8349,BC/TR,,,6029
Bakersfield CA,Dionysus Brewing Co,6201 Schirra Ct - Suite 13,Bakersfield,CA,93313,Kern,www.dionysusbrewing.com/,661-833-6000,BC/TR,,,6029
Bakersfield CA,Great Change Brewing Co,4200 Resnick Court,Bakersfield,CA,93313,Kern,www.greatchangebrewing.com/,661-735-5016,BC/TR,,,6029
Bakersfield CA,Lengthwise Brewing Co,6720 Schirra Ct,Bakersfield,CA,93313,Kern,www.lengthwise.com/,661-836-2537,BP,,,6029
Bakersfield CA,Temblor Brewing Co,3200 Buck Owens Blvd,Bakersfield,CA,93308,Kern,www.temblorbrewing.com/,661-489-4855,BP,,,6029
Banning CA,Brew Rebellion,33 S San Gorgonio Ave,Banning,CA,92220,Riverside,www.facebook.com/BrewRebellionsanbernardino,951-907-4844,BC/TR,,,6065
Bell CA,Border X Brewing Co,4400 Gage Ave,Bell,CA,90201,Los Angeles,www.borderxbrewing.com,,BC/TR,,,6037
Belmont CA,Alpha Acid Brewing Co,111 Industrial Way - Unit 12,Belmont,CA,94002,San Mateo,www.alphaacidbrewing.com/,650-594-2337,BC/TR,,,6081
Benicia CA,Bruehol,4828 E 2nd St,Benicia,CA,94510,Solano,www.brueholbrewing.com,707-327-6768,BC,,,6095
Berkeley CA,Fieldwork Brewing Co,1160 Sixth St,Berkeley,CA,94710,Alameda,fieldworkbrewing.com/,510-898-1203,BC/TR,,,6001
Berkeley CA,Gilman Brewing Co,912 Gilman St,Berkeley,CA,94710,Alameda,www.gilmanbrew.com,510-556-8701,BC,,,6001
Berkeley CA,Hoi Polloi Brewpub / Beat Lounge,1763 Alcatraz Ave,Berkeley,CA,94703,Alameda,www.facebook.com/hoipolloibrewpub/,510-858-7334,BC/TR,,,6001
Berkeley CA,Jupiter,2181 Shattuck,Berkeley,CA,94704,Alameda,www.Jupiterbeer.com/,510-843-TAPS,BP,,,6001
Berkeley CA,Triple Rock Brewery & Alehouse,1920 Shattuck,Berkeley,CA,94704,Alameda,www.triplerock.com/,510-843-2739,BP,,,6001
