Name,Address,City,ST,Zip,County,Website,Phone,Type,New_Revised,Updated
7 Mile Brewery,3156 US Rte 9 S,Rio Grande,NJ,8242,"Rio Grande, NJ, Cape May",7milebrew.com,609-365-7777,BC/TR,,
7 Pour 0 Brewery - NO BREWING HERE 2020,631 - B Second St,Portsmouth,OH,45662,"Portsmouth, OH, Scioto",www.7pour0brewery.com,740-876-4180,BC/TR,,
7 Seas Brewing Co,3006 Judson St - #110,Gig Harbor,WA,98335,"Gig Harbor, WA, Pierce",www.7seasbrewing.com/,253-514-8129,BC/TR,,
7 Seas Brewing Co,2101 S Jefferson Ave,Tacoma,WA,98402,"Tacoma, WA, Pierce",www.7seasbrewing.com,,BP,,
7 Sins Brewery (Sensory Winery),10593 W Main St,Ripley,NY,14775,"Ripley, NY, Chautauqua",7sinsbrewery.com/,716-736-2444,BC/TR,,
707 Brewing Co (Grav South Brew Co),7950 Redwood Dr - Suite15,Cotati,CA,94931,"Cotati, CA, Sonoma",www.gravsouthbrewco.com/,707-664-8322,BP,,
734 Brewing Co,15 E Cross St,Ypsilanti,MI,48198,"Ypsilanti, MI, Washtenaw",www.facebook.com/734brewing/,734-340-3468,BC/TR,,
75th St. Brewery,520 W 75th St - NO BREWING HERE 2016,Kansas City,MO,64114,"Kansas City, MO, Jackson",www.75thstreet.com/,816-523-4677,BP,,
7th Settlement Brewing Co at True West,525 Massachusetts Ave,Acton,MA,1720,"Acton, MA, Middlesex",www.brewtruewest.com/,978-206-1600,BP,,
7th Wave Brewing Co,120 N Meadows Rd,Medfield,MA,2052,"Medfield, MA, Norfolk",www.facebook.com/7thwavebrewing/,617-909-5581,BC/TR,,
7venth Sun Brewing,1012 Broadway,Dunedin,FL,34698,"Dunedin, FL, Pinellas",www.7venthsun.com/,727-733-3013,BC/TR,,
7venth Sun Brewing Co,6809 N Nebraska Ave,Tampa,FL,33604,"Tampa, FL, Hillsborough",www.7venthsun.com/#,813-231-5900,BC/TR,,
8 Bit Brewing Co,26755 Jefferson Ave - Suite F,Murrieta,CA,92562,"Murrieta, CA, Riverside",www.8bitbrewingcompany.com/,951-677-2322,BP,,
8-Bit Aleworks,1050 N Fairway Dr - #F-101 - NAME CHANGE 2016,Avondale,AZ,85323,"Avondale, AZ, Maricopa",www.8-bitaleworks.com/,623-925-1650,BC/TR,,
81Bay Brewing Co,4465 W Gandy Blvd - Suite 600,Tampa,FL,33611,"Tampa, FL, Hillsborough",81BayBrewCo.com/,813-837-2739,BC/TR,,
841 Brewhouse,841 E Milwaukee St,Whitewater,WI,53190,"Whitewater, WI, Walworth",www.841brewhouse.com/,262-473-8000,BP,,
8One8 Brewing Co,8951 De Soto Ave,Los Angeles,CA,91304,"Canoga Park, CA, Los Angeles",www.818brewing.com/,818-835-2286,BC,,
8th Wonder Brewery,2202 Dallas St,Houston,TX,77003,"Houston, TX, Harris",8thwonderbrew.com/,713-229-0868,BC/TR,,
902 Brewing Co,101 Pacific Ave,Jersey City,NJ,7304,"Jersey City, NJ, Hudson",902brewing.com,201-430-6208,BC/TR,,
903 Brewers,1718 South Elm St,Sherman,TX,75090,"Sherman, TX, Grayson",903brewers.com/,214-243-8090,BC/TR,,
927 Beer Co,821 Cornwall St,Cambria,CA,93428,"Cambria, CA, San Luis Obispo",,805-203-5265,BC/TR,,
93 Octane Brewing Co,1825 Lincoln Hwy,St Charles,IL,60174,"Saint Charles, IL, Kane",www.93octanebrewery.com,630-549-0332,BC/TR,,
95ate5 Brew Pub,9585 N Industrial Dr,St John,IN,46373,"Saint John, IN, Lake",www.95ate5.com,219-365-6506,BP,,
A Few Old Goats Brewing Co,515 8th St SW ñ Suite 228,Roanoke,VA,24016,"Roanoke, VA, Roanoke City",www.facebook.com/AFOGBrewing,540-339-9562,BC/TR,,
A Fisher Brewing Co,320 W 800 S,Salt Lake City,UT,84101,"Salt Lake City, UT, Salt Lake",fisherbeer.com/,801-487-2337,BC/TR,,
A Homestead Brew,26685 486th Ave,Valley Springs,SD,57068,"Valley Springs, SD, Minnehaha",www.ahomesteadbrew.com,605-212-4395,BC/TR,,
A Little Madness Brewing Co,9838 N Davis Hwy,Pensacola,FL,32514,"Pensacola, FL, Escambia",alittlemadnessbrewingcompany.com,850-466-2084,BC/TR,,
Aardwolf Pub and Brewery,1461 Hendricks Ave,Jacksonville,FL,32207,"Jacksonville, FL, Duval",www.aardwolfbrewing.com/,904-301-0755,BC/TR,,
Abandon Brewing Co,2994 Merritt Hill Rd,Penn Yan,NY,14527,"Penn Yan, NY, Yates",www.abandonbrewing.com/,585-206-3276,BC/TR,,
Abandoned Building Brewery,142 Pleasant St - Unit 103A,Easthampton,MA,1027,"Easthampton, MA, Hampshire",www.abandonedbuildingbrewery.com/,610-716-7059,BC/TR,,
Abbey of the Holy Goats Brewery,4000 Northfield Way,Roswell,GA,30076,"Roswell, GA, Fulton",www.abbeyoftheholygoats.com/,470-282-1444,BC/TR,,
Abbey Wright Brewing Co (Valley Inn),204 Valley St,Duboistown,PA,17702,"Williamsport, PA, Lycoming",www.facebook.com/pages/Abbey-Wright-Brewing-Company/104058886440951/,570-326-3383,BP,,
Aberrant Ales,219 W Grand River Ave,Howell,MI,48843,"Howell, MI, Livingston",www.aberrantales.com,517-518-8699,BP,,
Abettor Brewing Co,301 W Lexington Ave,Winchester,KY,40391,"Winchester, KY, Clark",abettorbeer.com,859-385-4848,BC/TR,NEW,10/18/2021
Abide Brewing Co,130 Werz Industrial Blvd,Newnan,GA,30265,"Newnan, GA, Coweta",www.abidebrewing.com/,,BC,,
Abita Brewing Co,21084 Hwy 36,Covington,LA,70420,"Abita Springs, LA, St. Tammany",www.abita.com/,985-893-3143,BC,,
Abjuration Brewing Co (Parkway Theater),644 Broadway Ave,McKees Rocks,PA,15136,"Mc Kees Rocks, PA, Allegheny",www.abjurationbrewing.com,412-766-1668,BC/TR,,
Able Baker Brewing Co,1510 S Main St,Las Vegas,NV,89104,"Las Vegas, NV, Clark",ablebakerbrewing.com,702-479-6355,BP,,
Able Ebenezer Brewing Co,31 Columbia Circle,Merrimack,NH,3054,"Merrimack, NH, Hillsborough",www.ableebenezer.com/,844-223-2253,BC/TR,,
Able Seedhouse & Brewery,1121 Quincy St NE,Minneapolis,MN,55413,"Minneapolis, MN, Hennepin",ablebeer.com/,612-405-4642,BC/TR,,
Abnormal Beer Co (The Cork and Craft),16990 Via Tazon - #123,San Diego,CA,92127,"San Diego, CA, San Diego",www.abnormalbeer.com/,619-370-2222,BP,,
Abolitionist Ale Works,129 W Washington St,Charles Town,WV,25414,"Charles Town, WV, Jefferson",abolitionistaleworks.com,681-252-1548,BP,,
Abridged Beer Co,100 Lockett Rd,Knoxville,TN,37919,"Knoxville, TN, Knox",www.abridgedbeer.com/,865-898-9438,BP,,
Absolution Brewing Co,2878 Columbia St,Torrance,CA,90503,"Torrance, CA, Los Angeles",www.absolutionbrewingcompany.com/,310-490-4860,BC/TR,,
Acclamation Brewing Co,555 b Wildwood Ave,Verona,PA,15147,"Verona, PA, Allegheny",www.acclamationbrewing.com,,BC/TR,,
Accomplice Beer Co,115 W 15th St,Cheyenne,WY,82001,"Cheyenne, WY, Laramie",www.accomplicebeer.com,307-632-2337,BP,,
Accomplice Brewery & Ciderworks,1027 N Florida Mango Rd,West Palm Beach,FL,33409,"West Palm Beach, FL, Palm Beach",accomplicebrewery.com/,561-568-7242,BC/TR,,
Acopon Brewing Co,211 Mercer St,Dripping Springs,TX,78620,"Dripping Springs, TX, Hays",acoponbrewing.com,512-829-4723,BC/TR,,
Acorn Brewing Co,2105 Meridian Ave E,Edgewood,WA,98371,"Puyallup, WA, Pierce",www.acornbeer.com,253-517-8899,BC/TR,NEW,5/2/2021
Acrospire Brewing Co,1650 Butler Plank Rd,Glenshaw,PA,15116,"Glenshaw, PA, Allegheny",www.acrospirebrewingco.com,412-334-4547,BC,,
Actual Brewing Co - CLOSED 2019,655 N James Rd - Suite 655,Columbus,OH,43219,"Columbus, OH, Franklin",,614-636-3825,BC/TR,,
Ad Astra Brewing Co,123 N Cortez St,Prescott,AZ,86301,"Prescott, AZ, Yavapai",www.adastrabrewingco.com,928-778-5535,BC/TR,,
Adams Street Brewery (Berghoff Rest),17 W Adams St,Chicago,IL,60603,"Chicago, IL, Cook",www.adamsstreetbrewery.com,312-427-5820,BP,,
Address Brewing Co (1702 Pizzeria & Craft Beer Bar),1702 E Speedway Blvd,Tucson,AZ,85719,"Tucson, AZ, Pima",www.1702az.com/,520-325-1702,BP,,
Adelberts Brewery,2314 Rutland Dr - Suite 100,Austin,TX,78758,"Austin, TX, Travis",www.adelbertsbeer.com/,512-662-1462,BC/TR,,
Adirondack Pub & Brewery,Rte 9 33 Canada St,Lake George,NY,12845,"Lake George, NY, Warren",www.adkpub.com/,518-668-0002,BP,,
Adirondack Toboggan Co Microbrewery,202 A W Main St,Gouverneur,NY,13642,"Gouverneur, NY, St. Lawrence",www.adktoboggan.net/,315-771-6313,BC/TR,,
Adroit Theory Brewing Co,404 Browning Ct - #C - REAR,Purcellville,VA,20132,"Purcellville, VA, Loudoun",www.adroit-theory.com/,703-722-3139,BC/TR,,
Adventure Brewing Co (North),33 Perchwood Dr - Unit 101,Fredericksburg,VA,22405,"Fredericksburg, VA, Stafford",adventurebrewing.com/,540-242-8876,BC/TR,,
Adventure Brewing Co - NO BREWING HERE 2021,1113 Jefferson Davis Hwy,Fredericksburg,VA,22401,"Fredericksburg, VA, Fredericksburg",,540-242-8876,BC/TR,REVISED,7/27/2021
Adventures Craft Brewing Co,1355 Bear Mountain Dr,Boulder,CO,80305,"Boulder, CO, Boulder",www.facebook.com/AdventuresCraftBrewing/,720-633-0611,BC,,
Adventurous Brewing Co,2338 Oak St,Bettendorf,IA,52722,"Bettendorf, IA, Scott",www.facebook.com/Adventurous-Brewing-LLC-429701037445767/,309-631-7709,BC,,
Aegir Brewing Co,707 Main St NW,Elk River,MN,55330,"Elk River, MN, Sherburne",www.aegirbrewco.com/,763-777-9015,BC/TR,,
Aeonian Brewing Co,120 W Chestnut St,Alliance,OH,44601,"Alliance, OH, Stark",www.aeonianbrewing.com,330-596-1004,BP,NEW,5/2/2021
Aero Plains Brewing Co - CLOSED 2020,117 N Handley St,Wichita,KS,67203,"Wichita, KS, Sedgwick",,316-448-2811,BC/TR,REVISED,5/1/2021
Aeronaut Brewing Co,14 Tyler St,Somerville,MA,2143,"Somerville, MA, Middlesex",www.aeronautbrewing.com/,617-718-0602,BC/TR,,
Aeronaut Brewing Co (Aeronaut Cannery),199 Ashland St,Everett,MA,2149,"Everett, MA, Middlesex",aeronaut-309771.square.site,617-370-5904,BC,,
Aftershock Brewing Co,28822 Old Town Front St - #209,Temecula,CA,92590,"Temecula, CA, Riverside",www.aftershockbrewingco.com/,951-972-2256,BC/TR,,
Afterthought Brewing Co,844 N Ridge Ave,Lombard,IL,60148,"Lombard, IL, DuPage",www.afterthoughtbrewing.com,630-301-1615,BC,,
Against the Grain Brewery and Smokehouse,401 E Main St,Louisville,KY,40202,"Louisville, KY, Jefferson",www.atgbrewery.com/,502-515-0174,BP,,
Against the Grain Brewing Co,1800 Northwestern Parkway,Louisville,KY,40203,"Louisville, KY, Jefferson",www.atgbrewery.com/,,BC/TR,,
Agner and Wolf Brewery,4 Bud Way - #16,Nashua,NH,3063,"Nashua, NH, Hillsborough",www.agnerwolfbeer.com/,617-319-9957,BC,,
Ahnapee Brewing Co,1824 Parkfield Court,Suamico,WI,54173,"Suamico, WI, Brown",www.ahnapeebrewery.com/suamico-taproom,920-785-0822,BC/TR,,
Aigean Ales,250 Commercial St ñ Unit 2001,Manchester,NH,3101,"Manchester, NH, Hillsborough",www.aigeanales.com,603-518-8550,BC/TR,,
Aiken Brewing Co,140 Laurens St SW,Aiken,SC,29801,"Aiken, SC, Aiken",www.aikenbrewingcompany.com/,803-502-0707,BP,,
Airline Brewing Co,22 Mill Lane,Amherst,ME,4605,"Ellsworth, ME, Hancock",www.abcmaine.beer/,207-584-2337,BC/TR,,
Airways Brewing Co,8611 S 212th St,Kent,WA,98031,"Kent, WA, King",www.airwaysbrewing.com/,253-200-1707,BC/TR,,
Aistear Brewing Co,1037 N Main St,Bowling Green,OH,43402,"Bowling Green, OH, Wood",www.facebook.com/aistearbrewing,419-606-3478,BC/TR,,
Akademia Brewing Co,150 Crane Dr,Athens,GA,30606,"Athens, GA, Clarke",akademiabc.com,678-726-2288,BP,,
Akasha Brewing Co,909 E Market St - Suite 700,Louisville,KY,40206,"Louisville, KY, Jefferson",akashabrewing.com/,502-742-7770,BC/TR,,
Akronym Brewing Co,58 E Market St,Akron,OH,44308,"Akron, OH, Summit",akronymbrewing.com,330-592-6964,BC/TR,,
Alameda Island Brewing Co,1716 Park St,Alameda,CA,94501,"Alameda, CA, Alameda",www.alamedaislandbrewingcompany.com/,510-217-8885,BC/TR,,
Alamo Beer Co,415 Burnet St,San Antonio,TX,78202,"San Antonio, TX, Bexar",alamobeer.com/,210-872-5589,BC/TR,,
Alarmist Brewing Co,4055 W Peterson Ave - rear suite,Chicago,IL,60646,"Chicago, IL, Cook",alarmistbrewing.com/,,BC,,
Alaro Craft Brewery,2004 Capitol Ave,Sacramento,CA,95811,"Sacramento, CA, Sacramento",alarobrewing.com/,916-436-7711,BP,,
Alaskan Brewing Co,5429 Shaune Dr,Juneau,AK,99801,"Juneau, AK, Juneau",www.alaskanbeer.com/,907-780-5866,BC/TR,,
Albia Brewing Co,11 Benton Ave,Albia,IA,52531,"Albia, IA, Monroe",albiabrewingcompany.blogspot.com/,641-932-4085,BP,,
Albion Malleable Brewing Co,420 S Superior St,Albion,MI,49224,"Albion, MI, Calhoun",www.albionmalleable.com,517-343-2202,BP,,
Albright Grove Brewing Co,2924 Sutherland Ave,Knoxville,TN,37919,"Knoxville, TN, Knox",www.albrightgrovebrewing.com,,BC/TR,,
Alchemist Cannery,35 Crossroad Rd,Waterbury,VT,5676,"Waterbury, VT, Washington",www.alchemistbeer.com/,802-244-7744,BC,,
Alchemists Brewing Co,100 Cottage Club Rd,Stowe,VT,5672,"Stowe, VT, Lamoille",alchemistbeer.com/,802-882-8165,BC/TR,,
Aldus Brewing Co,555 Centennial Ave,Hanover,PA,17331,"Hanover, PA, York",www.facebook.com/aldusbrewing/,717-634-2407,BC/TR,,
Ale Apothecary,61517 River Rd,Bend,OR,97701,"Bend, OR, Deschutes",www.thealeapothecary.com/,541-318-9143,BC,,
Ale Asylum,2002 Pankratz St,Madison,WI,54704,-1,www.aleasylum.com/,608-663-3926,BP,,
Ale House Brewing Co,4020 Colmery Court,San Jose,CA,95118,"San Jose, CA, Santa Clara",www.alehousebrewing.com/,408-390-7574,BC,,
Ale Industries,3096 E 10th St,Oakland,CA,95601,"Amador City, CA, Amador",www.aleindustries.com/,925-470-5280,BC/TR,,
Ale Republic,28 Arroyo Seco Rd,Cedar Crest,NM,87008,"Cedar Crest, NM, Bernalillo",www.alerepublic.com,505-263-2088,BC/TR,,
Ale Spike Camano Island Brewery,1244 Moore Rd - Unit I-1,Camano Island,WA,98292,"Stanwood, WA, Snohomish",alespike.com,360-939-2434,BC/TR,,
Alebird Taphouse and Brewery,2619 84th St SW,Byron Center,MI,49315,"Byron Center, MI, Kent",www.alebird.com,616-583-8364,BP,,
AleCraft Brewery,319 S Main St - Suite 100,Bel Air,MD,21014,"Bel Air, MD, Harford",alecraftbrewery.com/,410-420-5102,BC/TR,,
Aleman Brewing Co,3304 N Knox Ave,Chicago,IL,60641,"Chicago, IL, Cook",www.alemanchicago.com,812-340-4198,BC,,
Alematic Artisan Ales,6182 Chambersburg Rd,Huber Heights,OH,45424,"Dayton, OH, Montgomery",alematicbrewing.com,937-612-2337,BC/TR,,
Alementary Brewing Co,58 Voorhis Lane,Hackensack,NJ,7601,"Hackensack, NJ, Bergen",www.alementary.com/,201-968-1290,BC/TR,,
Alesatian Brewing Co (Roma Old Town),23 N Loudoun St,Winchester,VA,22601,"Winchester, VA, Winchester",alesatianbrewing.com,540-667-2743,BP,,
AleSmith Brewing Co,9990 AleSmith Ct,San Diego,CA,92126,"San Diego, CA, San Diego",alesmith.com/,858-549-9888,BC/TR,,
Alesong Brewing & Blending,1000 Conger St - Unit C,Eugene,OR,97402,"Eugene, OR, Lane",www.alesongbrewing.com/,541-972-3303,BC,,
Alewerks Brewing Co,189-B Ewell Rd,Williamsburg,VA,23188,"Williamsburg, VA, James City",www.alewerks.com/,757-220-3670,BC/TR,,
Alewerks Brewing Co (L.A.B. Taproom),5711-36 Richmond Rd,Williamsburg,VA,23188,"Williamsburg, VA, James City",www.alewerks.com/satellite-taproom,757-220-0421,BC/TR,NEW,10/18/2021
Alewife Brewing Co,41-11 39th St,Queens,NY,11104,"Sunnyside, NY, Queens",www.alewife.beer,718-937-7494,BC/TR,,
Alexandria Brewing Co,7926 Alexandria Pike,Alexandria,KY,41001,"Alexandria, KY, Campbell",www.alexandriabrewingcompany.com,513-546-9646,BC/TR,,
Alga Beer Co,2435 N 12th Ave,Pensacola,FL,32503,"Pensacola, FL, Escambia",algabeerco.com,,BC/TR,NEW,10/18/2021
Alibi Ale Works,204 E Enterprise St,Incline Village,NV,89451,"Incline Village, NV, Washoe",www.alibialeworks.com/,775-298-7001,BC/TR,,
Alien Brewpub,6601 Uptown Blvd,Albuquerque,NM,87110,"Albuquerque, NM, Bernalillo",www.abqbrewpub.com,505-884-1116,BP,,
All American Ale Works,5120 E. La Palma Ave - Unit 103,Anaheim,CA,92807,"Anaheim, CA, Orange",www.all-americanaleworks.com,657-549-2140,BC/TR,,
All Rise Brewing Co (Cobra Lounge),235 N Ashland Ave,Chicago,IL,60607,"Chicago, IL, Cook",www.allrisebrewing.com/,312-226-6300,BP,,
All Saints Brewing Co,1602 Route 119,Greensburg,PA,15601,"Greensburg, PA, Westmoreland",allsaintscraftbrewing.com/,724-289-1202,BC/TR,,
All Seasons Brewing Co,800 S La Brea,Los Angeles,CA,90036,"Los Angeles, CA, Los Angeles",www.allseasonbrewing.com,,BC/TR,NEW,5/2/2021
All Sevens Brewing Co (Westville Pub),777 Haywood Rd,Asheville,NC,28806,"Asheville, NC, Buncombe",www.facebook.com/All-Sevens-Brewing-171445650336616/,828-225-9782,BP,,
Allagash Brewing Co,50 Industrial Way,Portland,ME,4103,"Portland, ME, Cumberland",www.allagash.com/,207-878-5385,BC/TR,,
Allegheny City Brewing Co,507 Foreland St,Pittsburgh,PA,15212,"Pittsburgh, PA, Allegheny",www.facebook.com/Allegheny-City-Brewing-1524325011166863/,412-904-3732,BC/TR,,
Allerton Brewing Co,110 First St E,Independence,IA,50644,"Independence, IA, Buchanan",allertonbeer.com,319-334-8250,BC/TR,,
Alliance Brewing Co,1130 Sevier Ave,Knoxville,TN,37920,"Knoxville, TN, Knox",www.alliancebrewing.com/,865-555-1234,BC/TR,,
Alligator Brewing Co (Tall Pauls Brew House),10 SE 2nd Ave,Gainesville,FL,32601,"Gainesville, FL, Alachua",www.facebook.com/alligatorbrew/,352-505-0990,BP,,
Alloy Brewing Co,2700 Coon Rapids Blvd NW,Coon Rapids,MN,55433,"Minneapolis, MN, Anoka",www.alloybrewingcompany.com,763-432-0939,BC/TR,,
Alltechs Lexington Brewery & Distillery,401 Cross St,Lexington,KY,40508,"Lexington, KY, Fayette",www.kentuckyale.com/,859-887-3406,BC,,
Allusion Brewing Co,143 Grant Ave,Vandergrift,PA,15690,"Vandergrift, PA, Westmoreland",www.allusionbrewingcompany.com,724-568-4916,BC/TR,,
Alluvial Brewing Co,3715 W 190th St,Ames,IA,50010,"Ames, IA, Story",www.alluvialbrewing.com/,515-337-1182,BC/TR,,
Alma Brewing Co,208 E Superior St,Alma,MI,48801,"Alma, MI, Gratiot",almabrewing.com/,989-462-0208,BP,,
Alma Mader Brewing Co,2635 Southwest Blvd,Kansas City,MO,64108,"Kansas City, MO, Jackson",www.almamaderbrewing.com,816-945-2589,BC/TR,,
Almanac Beer Co,651B W Tower Ave,Alameda,CA,94501,"Alameda, CA, Alameda",almanacbeer.com,415-992-3438,BC/TR,,
Aloha Beer Co,700 Queen St,Honolulu (Oahu),HI,96813,"Honolulu, HI, Honolulu",alohabeer.com,808-544-1605,BP,,
Alosta Brewing Co,692 Arrow Grand Circle,Covina,CA,91722,"Covina, CA, Los Angeles",www.alostabrewing.com/,626-470-7897,BC/TR,,
Alpha Acid Brewing Co,111 Industrial Way - Unit 12,Belmont,CA,94002,"Belmont, CA, San Mateo",www.alphaacidbrewing.com/,650-594-2337,BC/TR,,
Alpha Brewing Co,4310 Fyler Ave,St Louis,MO,63116,"Saint Louis, MO, St. Louis City",www.alphabrewingcompany.com/,314-621-2337,BC/TR,,
Alpha Michigan Brewing Co,303 E Center St,Alpha,MI,49902,"Alpha, MI, Iron",alphabrewingco.com/,930-358-9551,BC/TR,,
Alpine Brewing Co,821 14th Ave,Oroville,WA,98844,"Oroville, WA, Okanogan",www.alpine-brewing.com/,509-476-9662,BP,,
Alpine Dog Brewing Co,1505 Ogden St,Denver,CO,80218,"Denver, CO, Denver",alpinedogbrewery.com/,720-214-5170,BC/TR,,
Alpine Outpost (Alpine Beer Co),1347 Tavern Rd,Alpine,CA,91901,"Alpine, CA, San Diego",alpinebeerco.com/outpost/,619-445-2337,BP,,
Alt Brew,1808 Wright St,Madison,WI,53704,"Madison, WI, Dane",www.altbrew.com/,608-352-3373,BC/TR,,
Altamont Beer Works,2402 Research Dr,Livermore,CA,94550,"Livermore, CA, Alameda",www.altamontbeerworks.com/,925-443-2337,BC/TR,,
Alter Brewing Co,2300 Wisconsin Ave - #213,Downers Grove,IL,60515,"Downers Grove, IL, DuPage",www.alterbrewing.com/,630-541-9558,BC/TR,,
Alter Brewing Co,12 S 1st Ave,St Charles,IL,60174,"Saint Charles, IL, Kane",www.alterbrewing.com/st-charles-brewery-kitchen/,331-901-5949,BP,,
Altered Genius Brewing Co,411 Merchant St,Ambridge,PA,15003,"Ambridge, PA, Beaver",www.alteredgeniusbrewing.com,,BC/TR,,
Altered State Brewing,2045 Progress Ct,Raleigh,NC,27608,"Raleigh, NC, Wake",www.alteredstatebrewing.com,919-816-2324,BC,NEW,5/2/2021
Altered Suds Brewery,36A Main St,Warrenton,VA,20186,"Warrenton, VA, Fauquier",www.alteredsudsbeer.com,540-216-3490,BC/TR,NEW,10/18/2021
Alternate Ending Beer Co,1057 Rte 34,Aberdeen,NJ,7747,"Matawan, NJ, Monmouth",www.alternateendingbeerco.com,732-612-8422,BP,,
Altitude Chop House & Brewery,320 S Second,Laramie,WY,82070,"Laramie, WY, Albany",www.altitudechophouse.com/,307-721-4031,BP,,
Altmeyer & Lewis Brewing Co,15898 N Hwy 123,San Marcos,TX,78666,"San Marcos, TX, Hays",www.altmeyerlewisbrewing.com,512-667-9537,BC/TR,,
Altruist Brewing Co,559 Main St - Unit 105,Sturbridge,MA,1518,"Fiskdale, MA, Worcester",www.altruistbrewing.com,774-241-8022,BC/TR,,
Altstadt Brewery,6120 US Hwy 290 E,Fredericksburg,TX,78624,"Fredericksburg, TX, Gillespie",www.altstadtbeer.com,830-304-2337,BP,,
Alulu Brew Pub,2011 S Laflin St,Chicago,IL,60608,"Chicago, IL, Cook",www.alulubrew.com,312-600-9865,BP,,
Alvarado Street Brewery,1315 Dayton St - Suite E,Salinas,CA,93901,"Salinas, CA, Monterey",www.alvaradostreetbrewery.com/salinas-brewery/,831-800-3332,BC/TR,,
Alvarado Street Brewery & Grill,426 Alvarado St,Monterey,CA,93940,"Monterey, CA, Monterey",www.alvaradostreetbrewery.com/,831-655-2337,BP,,
Alvarium Beer Co,365 John Downey Dr - Suite B,New Britain,CT,6051,"New Britain, CT, Hartford",www.alvariumbeer.com/,860-555-1212,BC/TR,,
Amador Brewing Co,9659 Main St,Plymouth,CA,95669,"Plymouth, CA, Amador",www.facebook.com/amadorbrewingcompany/,209-507-1900,BC/TR,,
Ambacht Brewing Co,1055 NE 25th Ave - Suite N,Hillsboro,OR,97124,"Hillsboro, OR, Washington",www.ambacht.us/,503-828-1400,BC/TR,,
Amber Lantern Brewing Co,44 N Main St,Warsaw,NY,14569,"Warsaw, NY, Wyoming",www.amberlanternbrewingcompany.com,585-786-3559,BP,,
Amber Lantern Brewing Co (Strange Design Public House),4570 Millennium Dr,Geneseo,NY,14454,"Geneseo, NY, Livingston",www.facebook.com/strangedesignbrewing,585-245-9015,BP,NEW,10/18/2021
Amber Ox Public House,521 Prince George St,Williamsburg,VA,23185,"Williamsburg, VA, York",www.theamberox.com,757-790-2299,BP,,
Ambient Ales,113 Broad St,Rhinbeck,IA,50669,"Reinbeck, IA, Grundy",www.facebook.com/ambientalesiowa,,BC/TR,,
Ambition Brewing Co,295 Main St,Wilton,ME,4294,"Wilton, ME, Franklin",ambitionbrews.com,207-491-8458,BC/TR,,
Ambitious Ales,4019 Atlantic Ave,Long Beach,CA,90807,"Long Beach, CA, Los Angeles",www.ambitiousales.com,562-285-7199,BC/TR,,
Ambler Beer Co,300 Brookside Ave - Bldg 19 - Suite E,Ambler,PA,19002,"Ambler, PA, Montgomery",amblerbeerco.com,215-660-9560,BC/TR,,
American Brewers Inc,3408 Miller Rd - Suite 309,Kalamazoo,MI,49001,"Kalamazoo, MI, Kalamazoo",www.americanbrewers.us/,269-217-1920,BC,,
American Brewery (American Winery),15119 US 20A,Wauseon,OH,43567,"Wauseon, OH, Fulton",www.facebook.com/AmericanBrewery,419-212-1014,BC/TR,NEW,7/29/2021
American Harvest Brewpub (Schoolcraft College),18600 Haggerty Rd,Livonia,MI,48152,"Livonia, MI, Wayne",www.schoolcraft.edu/brewpub,734-462-4488,BP,,
American Harvest Brewpub (Schoolcraft College),18600 Haggerty Rd,Livonia,MI,48152,"Livonia, MI, Wayne",www.schoolcraft.edu/brewpub,734-462-4488,BP,,
American Icon Brewery,1133 19th Place,Vero Beach,FL,32960,"Vero Beach, FL, Indian River",www.americaniconbrewery.com/,772-266-5507,BP,,
American Solera Brewing Co,1702 6th St,Tulsa,OK,74104,"Tulsa, OK, Tulsa",americansolera.com,918-949-4318,BC/TR,,
Amerisports (Ameristar Casino),3200 N Ameristar Dr,Kansas City,MO,64161,"Kansas City, MO, Clay",www.ameristar.com/kansas-city/amerisports/,816-414-7435,BP,,
